manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Body_,Display_Resolution,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker ,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Main Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_depth_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_os_ver,platform_chipset_manufacturer,platform_chipset_details,platform_chipset_node,platform_cpu_count,platform_cpu_speed_ghz,memory_card_slot,memory_internal_storage,memory_ram,main_camera_single_mp
acer,acer_liquid_jade_s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",1080p@30fps,"5 MP, f/2.2",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Up to 6 h (3G),"Black, White, Red, Pink",About 200 EUR,HSDPA 900 / 2100 ,"3, 8, 28 - Taiwan",,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-T760MP2,"LED flash, HDR, panorama",,S56,,,,2014,1,2300,0,143.0,69.0,-1,116,2,0,1,0,0,1,1,ips lcd,60,5.0,68.9,69.8,720,1280,294,android,4.4.4,mediatek,,,8,1.5,microsdhc,16.0,2.0,13
acer,acer_liquid_z5,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",Yes,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP, EDR",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Essential White, Gentle Grey",About 170 EUR,HSDPA 900 / 2100 ,,,HSPA,Mali-400,LED flash,,,,,,2014,1,2000,0,145.5,73.5,-1,150,2,0,0,0,0,0,0,tft,60,5.0,68.9,64.4,480,854,196,android,4.2,mediatek,,,2,1.3,microsdhc,4.0,0.512,5
acer,acer_iconia_tab_8_a1_840fhd,No cellular connectivity, N/A,No,No,,"1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP","GPS, GLONASS",No,No,microUSB 2.0,Accelerometer,Up to 7 h 30 min (multimedia),Silver,About 200 EUR,,,,,Intel Gen 7 (Ivy Bridge),,,,,,,2014,1,4600,0,215.0,130.0,-1,360,0,0,0,0,0,0,0,ips lcd,60,8.0,185.6,66.4,1200,1920,283,android,4.4.2,intel,,,4,1.86,microsdhc,32.0,2.0,5
acer,acer_liquid_z530s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Yes,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Black, White",, HSDPA, LTE (unspecified),,"HSPA, LTE",Mali-T720MP3,"LED flash, HDR, panorama",,,,,,2015,1,2420,1,144.0,70.3,-1,145,1,0,0,1,0,0,0,ips lcd,60,5.0,68.9,68.1,720,1280,294,android,5.1,mediatek,,,8,1.3,microsdxc,32.0,3.0,8
acer,acer_liquid_z630s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"720 x 1280 pixels, 16:9 ratio (~267 ppi density)",1080p@30fps,8 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass",,"Black, Gold",,HSDPA 900 / 1900 / 2100 , LTE (unspecified),,"HSPA, LTE",Mali-T720MP3,"LED flash, HDR, panorama",,,,,,2015,1,4000,1,156.3,77.5,-1,165,1,0,0,1,0,0,0,ips lcd,60,5.5,83.4,68.8,720,1280,267,android,5.1,mediatek,,,8,1.3,microsdxc,32.0,3.0,8
acer,acer_liquid_e,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 800 pixels, 5:3 ratio (~267 ppi density)",480p@20fps,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.0, A2DP","GPS, A-GPS",,No,miniUSB,"Accelerometer, proximity",Up to 5 h,"Black, White, Red, Ferrari edition",About 90 EUR,HSDPA 900 / 1900 / 2100 ,,,HSPA 7.2/2 Mbps,Adreno 200,,,,,,,2010,1,1350,1,115.0,62.5,-1,135,0,1,0,0,0,0,0,tft,60,3.5,34.9,48.5,480,800,267,android,2.1,qualcomm,,,,0.768,microsdhc,0.512,0.512,5
acer,acer_iconia_tab_a501,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Yes,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","GPS, A-GPS",,No,"microUSB 2.0, USB 2.0","Accelerometer, gyro, proximity, compass",Up to 8 h,Black,About 490 EUR,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,ULP GeForce,LED flash,,,,,,2011,1,3260,0,260.0,177.0,-1,777,0,1,0,0,0,0,0,lcd,60,10.1,95.8,64.3,800,1280,149,android,3.0,nvidia,,,2,1.0,microsdhc,64.0,1.0,5
acer,acer_liquid_e3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,,"720 x 1280 pixels, 16:9 ratio (~312 ppi density)",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 5 h,Black/White,About 200 EUR, HSDPA,,,HSPA,PowerVR SGX544,LED flash,,,,,LED flash,2014,1,2500,0,136.0,68.0,-1,134,1,0,0,1,0,0,0,ips lcd,60,4.7,60.9,65.8,720,1280,312,android,4.2.2,mediatek,,,4,1.2,microsdhc,4.0,1.0,13
alcatel,alcatel_1b_(2022),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual-SIM model only),,,,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)",1080p@30fps,"5 MP, f/2.2, 24 mm (wide), 1/5.0"", 1.12µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","5.0, A2DP",GPS,No,FM radio,microUSB 2.0,Accelerometer,,"Prime Black, Atlantic Blue",About 100 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - 5031D, 5031G",,"HSPA 42.2/11.1 Mbps, LTE Cat4 150/50 Mbps",PowerVR GE8300,"LED flash, HDR, panorama",,"5031D, 5031G, 5031A, 5031J",,,,2022,1,3000,1,146.7,71.9,-1,172,1,0,1,0,0,0,0,tft lcd,60,5.5,78.1,74.0,720,1440,293,android,11,mediatek,,,4,2.0,microsdxc,32.0,2.0,8
alcatel,alcatel_1,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"480 x 960 pixels, 18:9 ratio (~215 ppi density)",720p@30fps,"2 MP, f/2.8",720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Black, Blue, Gold, Pink",About 60 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",PowerVR GE8100,LED flash,,"5033X, 5033J, 5033T, 5033D, 5033G, 5033M, 5033X_EEA, 5033F, 5033E, 5033D_EEA, 5033Q, 5033O, 5033G_EEA, 5033EP, 5033XR, 5033F_EEA, 5033S, 5033D_RU",,,,2018,1,2000,2,137.6,65.7,-1,134,1,0,1,0,0,0,0,tft lcd,60,5.0,64.5,71.4,480,960,215,android,8.1,mediatek,,,4,1.28,microsdhc,16.0,1.0,5
alcatel,alcatel_go_flip_4,GSM / HSPA / LTE,GSM 850 / 1900 ,,,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",480p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP",GPS,No,FM radio,USB Type-C 2.0,,,Midnight Blue,About 120 EUR,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 12, 25, 26, 41, 66, 71",,"HSPA, LTE",Adreno 308,,,4056W,,,,2021,1,1850,2,107.3,55.6,-1,133,0,0,1,0,0,0,0,tn tft lcd,60,2.8,4.3,40.7,240,320,143,kaios,3.0,snapdragon,,,4,1.3,microsdhc,4.0,0.512,2
alcatel,alcatel_1_(2021),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"480 x 960 pixels, 18:9 ratio (~215 ppi density)",720p@30fps,"2 MP, f/2.8",720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Volcano Black, AI Aqua",About 60 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",PowerVR GE8100,LED flash,,,,,,2021,1,2000,2,137.6,65.7,-1,134,1,0,1,0,0,0,0,tft lcd,60,5.0,64.5,71.4,480,960,215,android,11,mediatek,,,4,1.28,microsdhc,16.0,1.0,5
alcatel,alcatel_1t_7,No cellular connectivity, N/A,No,Yes,,"600 x 1024 pixels, 16:9 ratio (~170 ppi density)",720p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP",GPS,No,FM radio,microUSB 2.0,Accelerometer,,"Gray, Dark Blue",About 70 EUR,,,,No,Mali-400,,,"9009G, 9013T, 9009A, 9013A, 9009F",,,,2018,1,2580,0,189.5,111.0,-1,245,0,0,0,0,0,0,0,tft,60,7.0,137.9,65.6,600,1024,170,android,8.1,mediatek,,,4,1.3,microsdxc,8.0,1.0,2
alcatel,alcatel_3t_8,LTE, N/A,No,No,,"800 x 1280 pixels, 16:10 ratio (~189 ppi density)",1080p@30fps,"2 MP, f/2.8, (wide), 1/5.0"", 1.65µm",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct","4.2, A2DP, LE",No,No,FM radio,microUSB 2.0,Accelerometer,,"Black, Blue",About 140 EUR, N/A,"2, 4, 5, 12, 66, 71",,LTE,,,,"9027Q, 9027W, 9032X, 9032T, 9032X_EEA","Glass front, plastic back, plastic frame",,,2018,1,4080,0,209.5,125.0,-1,279,0,0,0,1,0,0,0,ips lcd,60,8.0,185.6,70.9,800,1280,189,android,8.1,mediatek,,,4,1.28,microsdxc,32.0,3.0,5
alcatel,alcatel_1b_(2020),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1440 pixels, 18:9 ratio (~293 ppi density)",1080p@30fps,"5 MP, f/2.2, (wide), 1/5.0"", 1.12µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Prime Black, Pine Green",About 80 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 308,"LED flash, HDR",,"5002A, 5002D, 5002F, 5002I, 5002M, 5002X, 5002S, 5002R, 5002D_EEA, 5002H_EEA, 5002H, 5002B, 5002C, 5002W, 5002H_TR","Glass front, plastic back, plastic frame",,,2020,1,3000,2,146.1,71.6,-1,168,2,0,1,0,0,1,0,ips lcd,60,5.5,78.1,74.6,720,1440,293,android,10,qualcomm,,,4,1.3,microsdxc,32.0,2.0,8
alcatel,alcatel_go_flip_v,GSM / HSPA / LTE,GSM 850 / 1900 ,,,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",720p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP",No,No,FM radio,microUSB 2.0,,,Black,About 80 EUR,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 13",,"HSPA, LTE",Adreno 304,,,4051S,,,,2019,1,1350,1,104.9,52.8,-1,118,0,0,1,0,0,0,0,tn tft lcd,60,2.8,4.3,43.8,240,320,143,kaios,2.5.2,qualcomm,,,4,1.1,microsdhc,8.0,1.0,2
alcatel,alcatel_go_flip_3,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",720p@30fps,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.2, A2DP",No,No,FM radio,microUSB 2.0,,,Prime Black,About 80 EUR,HSDPA 850 / 1700(AWS) / 1900 ,"2, 4, 5, 12, 25, 26, 41, 66, 71",,"HSPA, LTE",Adreno 304,,,,,,,2019,1,1350,1,104.9,53.1,-1,118,0,0,1,0,0,0,0,tn tft lcd,60,2.8,4.3,43.6,240,320,143,kaios,2.5.2,qualcomm,,,4,1.1,microsdhc,4.0,0.512,2
alcatel,alcatel_1x,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"480 x 960 pixels, 18:9 ratio (~203 ppi density)",1080p@30fps,5 MP,720p,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,Yes (5059Y only),FM radio,microUSB 2.0,"Fingerprint (rear-mounted, 5059A/J only), accelerometer, proximity",,"Black, Blue (EU, MEA, APAC); Black, Gold, Rose Gold (LATAM)",About 100 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - 5059A,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 28 - 5059A",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",PowerVR GE8100,"LED flash, HDR",,"5059, 5059D, 5059I, 5059A, 5059Y, 5059X, 5059J, 5059T, 5059Z",,,LED flash,2018,1,2460,2,147.5,70.6,-1,151,1,0,1,0,0,0,0,ips lcd,60,5.3,72.5,69.6,480,960,203,android,8.1,mediatek,,,4,1.3,microsdhc,16.0,2.0,13
alcatel,alcatel_pixi_3_(4),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"480 x 800 pixels, 5:3 ratio (~233 ppi density)",720p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,Accelerometer,,"Black, White",About 50 EUR,HSDPA 900 / 2100 - EMEA,"1, 3, 7, 8, 20 - EMEA",,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-400Adreno 304,LED flash,,"4013D, 4013X, 4013M",,,,2015,1,1650,2,121.3,64.2,-1,110,1,0,0,0,0,0,0,tft,60,4.0,45.5,58.5,480,800,233,android,4.2.2,mediatek,,,4,1.1,microsdhc,4.0,0.512,5
alcatel,alcatel_3t10_2020,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",720p@30fps,5 MP,720p@30fps,"Yes, with dual speakers",Yes,Wi-Fi 802.11 a/b/g/n,"5.0, A2DP, LE",No,No,No,"USB Type-C 2.0, OTG","Accelerometer, proximity",,Black,About 170 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41",,"HSPA, LTE",,,,,,,,2020,1,5500,0,243.3,161.2,-1,475,0,0,1,0,0,0,0,ips lcd,60,10.1,95.8,75.4,800,1280,149,android,10,mediatek,,,4,1.8,microsdxc,32.0,2.0,5
alcatel,alcatel_1t_10,No cellular connectivity, N/A,No,Yes,,"1280 x 800 pixels, 16:10 ratio (~149 ppi density)",720p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP",GPS,No,FM radio,microUSB 2.0,Accelerometer,,"Gray, Dark Blue",About 100 EUR,,,,No,Mali-400,,,8082_EEA,,,,2018,1,4000,0,255.0,155.0,-1,415,0,0,0,0,0,0,0,tft,60,10.1,95.8,74.8,1280,800,149,android,8.1,mediatek,,,4,1.3,microsdxc,16.0,1.0,2
alcatel,alcatel_one_touch_idol,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"540 x 960 pixels, 16:9 ratio (~236 ppi density)",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",GPS,No,"Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Up to 7 h 10 min (2G) / Up to 3 h 30 min (3G),"Silver, Slate, Pink, Red, Yellow",About 230 EUR,HSDPA 900 / 2100 ,,,HSPA 7.2/0.384 Mbps,PowerVR SGX531u,LED flash,,"6030A, 6030D",,,,2013,1,1800,0,133.0,67.5,-1,109,1,0,0,1,0,0,0,ips lcd,60,4.66,59.9,66.7,540,960,236,android,4.1,mediatek,,,2,1.0,microsdhc,0,1.0,8
alcatel,alcatel_pixi_3_(4_5),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"480 x 854 pixels, 16:9 ratio (~218 ppi density)","480p@15fps (3G), 720p@30fps (4G)",VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,Accelerometer,Up to 10 h,"Black, White",About 60 EUR,HSDPA 900 / 2100 - EMEA,"1, 3, 7, 8, 20 - EMEA",,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Mali-400Mali-T720MP2,LED flash,,"4027D, 5017X, 5017A, 5017D, 4027X, 4027N",,,,2015,1,1780,2,132.2,65.1,-1,125,1,0,0,0,0,0,0,tft,60,4.5,55.8,64.8,480,854,218,android,4.4.2,mediatek,,,4,1.1,microsdhc,4.0,1.0,8
alcatel,alcatel_3t_10,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"800 x 1280 pixels, 16:10 ratio (~151 ppi density)",720p@30fps,"2 MP, f/2.8, 1/5.0"", 1.65µm",720p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct","4.2, A2DP, LE",No,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Prime Black, Midnight Blue",,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20, 28",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",PowerVR GE8100,,,"8088L, 8088Q, 8088X, 8088X_EEA",,,,2019,1,4080,0,260.0,156.6,-1,440,0,0,1,0,0,0,0,ips lcd,60,10.0,90.0,71.2,800,1280,151,android,8.1,mediatek,,,4,1.3,microsdxc,16.0,2.0,2
alcatel,alcatel_1c_(2019),GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"480 x 960 pixels, 18:9 ratio (~215 ppi density)",720p@30fps,2 MP,720p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Enamel Blue, Blush Pink, Volcano Black",About 70 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,,,HSPA 42.2/5.76 Mbps,,"LED flash, HDR",,"5009A, 5009D, 5003G, 5003D_EEA, 5003D, 5003A, 5003U",,,LED flash,2019,1,2000,2,136.6,65.3,-1,148,1,0,1,0,0,0,0,ips lcd,60,5.0,64.5,72.3,480,960,215,android,8.1,spreadtrum,,,4,1.3,microsdhc,8.0,1.0,5
alcatel,alcatel_5,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"720 x 1440 pixels, 18:9 ratio (~282 ppi density)",1080p@30fps,,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS",Yes (5086Y only),Wireless FM radio (no wired headphones required),USB Type-C 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass",,"Metallic Gold, Metallic Black",About 230 EUR,HSDPA 850 / 900 / 1900 / 2100 - 5086D/Y,"1, 3, 7, 8, 20, 28 - 5086D/Y",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T860MP2,"Dual-LED dual-tone flash, HDR, panorama",,"5086D, , 5086Y, 5086A",,,,2018,1,3000,0,152.3,71.1,-1,144,1,0,1,0,0,0,0,ips lcd,60,5.7,83.8,77.4,720,1440,282,android,7.1,mediatek,,,8,1.0,microsdxc,32.0,3.0,12
alcatel,alcatel_idol_4s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),,,,"1440 x 2560 pixels, 16:9 ratio (~534 ppi density)",4K@30fps,8 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",GPS,Yes,"FM radio, RDS","microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass",Up to 13 h (2G) / Up to 13 h (3G),"Gold, Dark Gray, Rose Gold, Metal Silver",About 220 EUR,"HSDPA 850 / 900 / 1900 / 2100 - 6070K, 6070Y","1, 3, 7, 8, 20, 28 - 6070K, 6070Y",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 510,"Dual-LED dual-tone flash, panorama, HDR",,"6070K, 6070Y, 6070O",,,LED flash,2016,1,3000,0,153.9,75.4,-1,149,2,0,1,0,0,1,1,amoled,60,5.5,83.4,71.9,1440,2560,534,android,6.0.1,qualcomm,,,8,1.4,microsdxc,32.0,3.0,16
alcatel,alcatel_idol_4,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),,,,"1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",1080p@30fps,8 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE",GPS,Yes,"FM radio, RDS","microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass",Up to 15 h (2G) / Up to 15 h (3G),"Gold, Dark Gray, Rose Gold, Metal Silver",About 200 EUR,"HSDPA 850 / 900 / 1900 / 2100 - 6055Y, 6055K, 6055B, 6055I","1, 3, 7, 8, 20, 28 - 6055K",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE (2CA) Cat6 300/50 Mbps",Adreno 405,"Dual-LED dual-tone flash, panorama, HDR",,"6055K, 6055P, 6055B, 6055U, 6055I, 6055H, 6055Y",,,LED flash,2016,1,2610,0,147.0,72.5,-1,135,2,0,1,0,0,1,1,ips lcd,60,5.2,74.5,69.9,1080,1920,424,android,6.0.1,qualcomm,,,8,1.2,microsdxc,16.0,3.0,13
alcatel,alcatel_idol_4s_windows,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",4K@30fps,8 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE",GPS,No,No,USB Type-C,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Up to 13 h 20 min (3G),Halo Gold,About 200 EUR,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"2, 4, 12",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 530,"Dual-LED dual-tone flash, panorama, HDR",,,,,LED flash,2016,1,3000,0,153.9,75.4,-1,152,0,0,1,0,0,0,0,amoled,60,5.5,83.4,71.9,1080,1920,401,microsoft,windows,qualcomm,,,4,1.6,microsdxc,64.0,4.0,21
alcatel,alcatel_1v_(2019),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"480 x 960 pixels, 18:9 ratio (~195 ppi density)",1080p@30fps,"5 MP, f/2.2, 28mm (wide), 1/5.0"", 1.12µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Fingerprint (under display, optical) - market dependant, accelerometer, proximity",,"Anthracite Black, Metallic Blue, Metallic Gold, Metallic Rose",About 80 EUR, HSDPA 800 / 850 / 900 / 1900 / 2100 - 5001D/5001U/5001T,"1, 3, 7, 8, 20, 28 - 5001D",,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",IMG8322,"LED flash, HDR, panorama",,"5001D, 5001A, 5001U, 5001T, 5001J, 5001D_EEA",,,LED flash,2019,1,2460,1,149.1,72.2,-1,153.2,1,0,1,0,0,0,0,ips lcd,60,5.5,78.1,72.5,480,960,195,android,9.0,unisoc,,,8,1.2,microsdxc,16.0,3.0,8
alcatel,alcatel_idol_3_(5_5),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",1080p@30fps,8 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.1, A2DP",GPS,Yes,"FM radio, RDS","microUSB 2.0, OTG","Accelerometer, proximity, compass",Up to 13 h (2G) / Up to 13 h (3G),"Black, Sliver, Gold",About 250 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 405,"LED flash, panorama, HDR",,"6045Y, 6045K, 6045O, 6045I",,,,2015,1,2910,0,152.7,75.1,-1,141,1,0,0,1,0,0,0,ips lcd,60,5.5,83.4,72.7,1080,1920,401,android,5.0.2,qualcomm,,,8,1.0,microsdxc,32.0,2.0,13
