manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Body_Dimensions,Body_Weight,Body_SIM,Body,Display_Type,Display_Size,Display_Resolution,Platform_OS,Platform_Chipset,Platform_CPU,Memory_Card slot,Memory_Internal,Main Camera_Single,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Type,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Launch_year,IsAvailable
blu,blu_g52l,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,164.5 x 76 x 9.2 mm (6.48 x 2.99 x 0.36 in),195 g (6.88 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.5 inches, 102.0 cm2 (~81.6% screen-to-body ratio)","720 x 1600 pixels, 20:9 ratio (~270 ppi density)",Android 12,,Octa-core 1.6 GHz Cortex-A55,microSDXC,64GB 2GB RAM,,1080p@30fps,8 MP,1080p@30fps,Yes,Yes,"Wi-Fi 802.11 а/b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,FM radio,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer","Li-Po 5000 mAh, non-removable",,"Grey, Blue, Burgundy, Mint Blue",About 90 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"2, 3, 4, 5, 7, 12, 17, 28, 66",,"HSPA, LTE",,"LED flash, HDR, panorama",eMMC 5.1,,,"13 MP
0.3 MP (macro)
0.3 MP (depth)",,2023,1
blu,blu_g91s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,168 x 76.5 x 8.9 mm (6.61 x 3.01 x 0.35 in),202 g (7.13 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"6.8 inches, 109.8 cm2 (~85.4% screen-to-body ratio)",1080 x 2460 pixels (~395 ppi density),Android 11,Mediatek MT6769V/CU Helio G80 (12 nm),Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55),microSDXC,128GB 4GB RAM,,1080p@30fps,"13 MP, f/2.0",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct","5.0, A2DP, LE",GPS,No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 6000 mAh, non-removable",,"Blue, Green, Gray, Cyan",About 200 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 12, 17, 28",,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Mali-G52 MC2,"LED flash, HDR, panorama",eMMC 5.1,,,,,2021,1
bosch,bosch_com_509,GSM,GSM 900 / 1800 ,No,No,134 x 53 x 23 mm (5.28 x 2.09 x 0.91 in),150 g (5.29 oz),Mini-SIM,,Monochrome graphic,,4 x 16 chars,,,,No,,,,,,No,No,No,No,No,,No,,,Removable NiMH battery,4 h,"Several, half transparent",,,,,,,,,,,,,1999,1
bosch,bosch_com_908,GSM,GSM 900 ,No,No,112 x 50 x 17 mm (4.41 x 1.97 x 0.67 in),99 g (3.49 oz),Mini-SIM,,Monochrome graphic,,4 x 16 chars,,,,No,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 650 mAh battery,3 h,3,,,,,,,,,,,,,1998,1
bosch,bosch_909_dual,GSM,GSM 900 / 1800 ,No,No,112 x 50 x 17 mm (4.41 x 1.97 x 0.67 in),99 g (3.49 oz),Mini-SIM,,Monochrome graphic,,4 x 16 chars,,,,No,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 650 mAh battery,3 h,3,,,,,,,,,,,,,1999,1
bosch,bosch_com_207,GSM,GSM 900 ,No,No,147 x 56 x 23 mm (5.79 x 2.20 x 0.91 in),179 g (6.31 oz),Mini-SIM,,Alphanumeric,,1 x 10 chars,,,,No,,,,,,No,No,No,No,No,,No,,,Removable NiMH 600 mAh battery,2 h,,,,,,,,,,,,,,1997,1
bosch,bosch_com_608,GSM,GSM 900 ,No,No,134 x 53 x 24 mm (5.28 x 2.09 x 0.94 in),169 g (5.96 oz),Mini-SIM,,Monochrome graphic,,4 x 16 chars,,,,No,,,,,,No,No,No,No,No,,No,,,Removable NiMH 550 mAh battery,130 min,,,,,,,,,,,,,,1999,1
bosch,bosch_world_718,GSM,GSM 900 / 1900 ,No,No,142 x 53 x 18 mm (5.59 x 2.09 x 0.71 in),189 g (6.67 oz),Mini-SIM,,Monochrome graphic,,4 x 16 chars,,,,No,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 650 mAh battery,200 min,,,,,,,,,,,,,,1996,1
bosch,bosch_com_738,GSM,GSM 900 / 1800 ,No,No,142 x 53 x 18 mm (5.59 x 2.09 x 0.71 in),189 g (6.67 oz),Mini-SIM,,Monochrome graphic,,4 x 16 chars,,,,No,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 650 mAh battery,200 min,,,,,,,,,,,,,,1996,1
bosch,bosch_com_607,GSM,GSM 900 ,No,No,134 x 53 x 17 mm (5.28 x 2.09 x 0.67 in),189 g (6.67 oz),Mini-SIM,,Monochrome graphic,,4 x 16 chars,,,,No,,,,,,No,No,No,No,No,,No,,,Removable NiMH 550 mAh battery,3 h,,,,,,,,,,,,,,1997,1
bosch,bosch_com_906,GSM,GSM 900 ,No,No,144 x 57 x 19 mm (5.67 x 2.24 x 0.75 in),145 g (5.11 oz),Mini-SIM,,Monochrome graphic,,3 x 15 chars,,,,No,,,,,,No,No,No,No,No,,No,,,Removable Li-Ion 500 mAh battery,75 min,,,,,,,,,,,,,,1996,1
bq,bq_aquaris_x,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,146.5 x 72.7 x 7.9 mm (5.77 x 2.86 x 0.31 in),153 g (5.40 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.2 inches, 74.5 cm2 (~70.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 7.1.1 (Nougat),Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),Octa-core 2.2 GHz Cortex-A53,microSDXC (uses shared SIM slot),32GB 3GB RAM,"16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF","4K@30fps, 720p@120fps","8 MP, f/2.0",1080p@60fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX","GPS, GLONASS, GALILEO",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3100 mAh, non-removable",,"Mineral Black, Pearl Rose",About 290 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE",Adreno 506,"Dual-LED dual-tone flash, auto-HDR, panorama",eMMC 5.1,Aquaris X,,,LED flash,2017,1
bq,bq_aquaris_x2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,150.7 x 72.3 x 8.3 mm (5.93 x 2.85 x 0.33 in),163 g (5.75 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.65 inches, 82.4 cm2 (~75.6% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~427 ppi density)","Android 8.1 (Oreo), Android One",Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 4GB RAM",,"4K@30fps, 1080p@60/120fps, 1080p@30fps (gyro-EIS), 720p@240fps","8 MP, f/2.0, 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX","GPS, GLONASS, GALILEO",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3100 mAh, non-removable",,"Carbon Black, Sand Gold",About 310 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 3, 7, 20",,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Adreno 509,"Dual-LED dual-tone flash, auto-HDR, panorama",eMMC 5.1,,"Glass front (Gorilla Glass), plastic back, aluminum frame",,LED flash,2018,1
bq,bq_aquaris_x_pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,146.5 x 72.7 x 7.8 mm (5.77 x 2.86 x 0.31 in),158 g (5.57 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.2 inches, 74.5 cm2 (~70.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 7.1.1 (Nougat),Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),Octa-core 2.2 GHz Cortex-A53,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 4GB RAM","12 MP, f/1.8, 1/2.55"", 1.4µm, PDAF","4K@30fps, 720p@120fps","8 MP, f/2.0",1080p@60fps,Yes,Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX","GPS, GLONASS, GALILEO",Yes,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3100 mAh, non-removable",,"Midnight Black, Glaze White",About 370 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE",Adreno 506,"Dual-LED dual-tone flash, auto-HDR, panorama",eMMC 5.1,Aquaris X Pro,,,LED flash,2017,1
bq,bq_aquaris_x5,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,144.4 x 70.5 x 7.5 mm (5.69 x 2.78 x 0.30 in),148 g (5.22 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~67.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 5.1 (Lollipop), upgradable to 7.0 (Nougat)",Qualcomm MSM8916T Snapdragon 412 (28 nm),Quad-core 1.4 GHz Cortex-A53,microSDHC,"16GB 2GB RAM, 32GB 3GB RAM","13 MP, f/2.0, 1/3.1"", 1.12µm, AF",1080p@30fps,"5 MP, f/2.0",,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 2900 mAh, non-removable",,"Black, White, Rose Gold",About 230 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE",Adreno 306,"Dual-LED flash, panorama, HDR",eMMC 4.5,,,,LED flash,2015,1
bq,bq__aquaris_m10,No cellular connectivity, N/A,No,No,246 x 171 x 8.2 mm (9.69 x 6.73 x 0.32 in),470 g (1.04 lb),No,,IPS LCD,"10.1 inches, 295.8 cm2 (~70.3% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Android 5.1 (Lollipop),Mediatek MT8163B,Quad-core 1.3 GHz Cortex-A53,microSDXC (dedicated slot),16GB 2GB RAM,5 MP,1080p@30fps,2 MP,,"Yes, with stereo speakers",Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, compass","Li-Po 7280 mAh, non-removable",Up to 10 h (multimedia),"Black, White",About 230 EUR,,,,,Mali-T720MP2,,,,,,,2015,1
bq,bq_aquaris_x5_plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,145 x 70 x 7.7 mm (5.71 x 2.76 x 0.30 in),145 g (5.11 oz),"Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)",Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),microSDXC,"16GB 2GB RAM, 32GB 3GB RAM","16 MP, f/2.0, 1/2.8"", 1.12µm, PDAF",4K@30fps,"8 MP, f/2.0, 1/4.0""",,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","4.1, A2DP, LE","GPS, GLONASS, GALILEO",Yes,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3200 mAh, non-removable",,"Black, White/Rose Gold",About 300 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE",Adreno 510,"Dual-LED dual-tone flash, panorama",eMMC 5.1,Aquaris X5 Plus,,,,2016,1
bq,bq_aquaris_v_plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,152.3 x 76.7 x 8.4 mm (6.00 x 3.02 x 0.33 in),183 g (6.46 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 4GB RAM","12 MP, f/2.0, 1.12µm, PDAF","1080p@30fps, 480p@120fps","8 MP, f/2.0, 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX","GPS, GLONASS, BDS, GALILEO",Yes,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3400 mAh, non-removable",,Black,About 260 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 7, 8, 20, 28",,"HSPA, LTE",Adreno 505,"LED flash, HDR, panorama",eMMC 5.1,,,,LED flash,2017,1
bq,bq_aquaris_u2,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,148.1 x 72.9 x 8.4 mm (5.83 x 2.87 x 0.33 in),155 g (5.47 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.2 inches, 74.5 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, f/2.0, 1/3.1"", 1.12µm, PDAF","1080p@30fps, 480p@120fps","5 MP, f/2.0, 1/5.0"", 1.12µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX","GPS, GLONASS, BDS, GALILEO",Yes,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3100 mAh, non-removable",,Black,About 190 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 7, 8, 20, 28",,"HSPA, LTE",Adreno 505,"LED flash, HDR, panorama",eMMC 5.1,Aquaris U2,,,LED flash,2017,1
bq,bq_aquaris_v,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,148.1 x 73 x 8.4 mm (5.83 x 2.87 x 0.33 in),165 g (5.82 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.2 inches, 74.5 cm2 (~68.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8940 Snapdragon 435 (28 nm),Octa-core 1.4 GHz Cortex-A53,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM","12 MP, f/2.0, 1.12µm, PDAF","1080p@30fps, 480p@120fps","8 MP, f/2.0, 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX","GPS, GLONASS, BDS, GALILEO",Yes,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3100 mAh, non-removable",,Black,About 210 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 7, 8, 20, 28",,"HSPA, LTE",Adreno 505,"LED flash, HDR, panorama",eMMC 5.1,,,,LED flash,2017,1
bq,bq_aquaris_m5,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,143 x 69.4 x 8.4 mm (5.63 x 2.73 x 0.33 in),144 g (5.08 oz),"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~69.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 5.1.1 (Lollipop), upgradable to 7.0 (Nougat)",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),microSDXC,"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM","13 MP, f/2.0, 1/3.1"", 1.12µm, AF",1080p@30fps,"5 MP, f/2.0",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","GPS, GLONASS",Yes,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3120 mAh, non-removable",,"Black, White",About 260 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE",Adreno 405,"Dual-LED flash, panorama, HDR",eMMC 4.5,Aquaris M5,,,LED flash,2015,1
bq,bq_aquaris_vs_plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,152.3 x 76.7 x 8.4 mm (6.00 x 3.02 x 0.33 in),183 g (6.46 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.5 inches, 83.4 cm2 (~71.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,microSDXC (uses shared SIM slot),64GB 4GB RAM,"12 MP, f/2.0, 1/2.9"", 1.25µm, PDAF","1080p@30fps, 480p@120fps","8 MP, f/2.0, 1/4.0"", 1.12µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX","GPS, GLONASS",Yes,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3400 mAh, non-removable",,Mist Gold,About 230 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE",Adreno 505,"LED flash, HDR, panorama",eMMC 5.1,,,,LED flash,2018,1
bq,bq_aquaris_e5s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,143.2 x 72.2 x 8.7 mm (5.64 x 2.84 x 0.34 in),139 g (4.90 oz),"Dual SIM (Micro-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1.1 (Lollipop),Qualcomm MSM8916T Snapdragon 412 (28 nm),Quad-core 1.4 GHz Cortex-A53,microSD,16GB 2GB RAM,"13 MP, f/1.8, 1/3.1"", 1.12µm, AF",1080p@60fps,"5 MP, f/2.2",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 2850 mAh, non-removable",,"Black, White",About 210 EUR,HSDPA 900 / 2100 ,"3, 7, 20",,"HSPA, LTE",Adreno 306,"Dual-LED flash, panorama, HDR",eMMC 4.5,,,,,2015,1
bq,bq_aquaris_u_plus,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,143.2 x 72.2 x 8.7 mm (5.64 x 2.84 x 0.34 in),139 g (4.90 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM","16 MP, f/2.0, PDAF",1080p@30fps,"5 MP, f/2.4",1080p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Po 3050 mAh, non-removable",,"Black, Gold",About 220 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE",Adreno 505,"LED flash, HDR, panorama",eMMC 5.1,,,,,2016,1
bq,bq_aquaris_u,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,145 x 71.5 x 8.3 mm (5.71 x 2.81 x 0.33 in),140 g (4.94 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,microSDXC (uses shared SIM slot),16GB 2GB RAM,"13 MP, f/2.2, PDAF",1080p@30fps,"5 MP, f/2.4",1080p@30fps,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE","GPS, GLONASS",Yes,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3080 mAh, non-removable",,Black,About 190 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 20",,"HSPA, LTE",Adreno 505,"LED flash, HDR, panorama",eMMC 5.1,,,,,2016,1
bq,bq_aquaris_u2_lite,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,148.1 x 72.9 x 8.4 mm (5.83 x 2.87 x 0.33 in),155 g (5.47 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",,IPS LCD,"5.2 inches, 74.5 cm2 (~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)",Qualcomm MSM8917 Snapdragon 425 (28 nm),Quad-core 1.4 GHz,microSDXC (uses shared SIM slot),16GB 2GB RAM,"8 MP, f/2.0, 1/4.0"", 1.12µm, PDAF",1080p@30fps,"5 MP, f/2.0, 1/5.0"", 1.12µm",1080p@30fps,Yes,Yes,"Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct","4.2, A2DP, LE, aptX","GPS, GLONASS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3100 mAh, non-removable",,"Black, White",About 170 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 2, 3, 4, 7, 8, 20, 28",,"HSPA, LTE",Adreno 308,"LED flash, HDR, panorama",eMMC 5.1,,,,LED flash,2017,1
casio,casio_g_zone_commando,CDMA / EVDO,CDMA 800 / 1900 ,,,129 x 65.5 x 15.2 mm (5.08 x 2.58 x 0.60 in),154 g (5.43 oz),Mini-SIM,"IP67 dust/water resistant (up to 1m for 30 min)
MIL-STD-810G compliant",TFT,"3.6 inches, 36.9 cm2 (~43.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~259 ppi density)",Android 2.3 (Gingerbread),,,"microSDHC (dedicated slot), 8 GB included",1GB 512MB RAM,"5 MP, AF",Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","GPS, A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass, thermometer",Removable Li-Ion 1460 mAh battery,Up to 7 h 30 min,Black,About 300 EUR,CDMA2000 1xEV-DO ,,,EV-DO Rev.A 3.1 Mbps,,LED flash,,,,,,2011,1
casio,casio_g_zone_ravine_2,GSM / CDMA / EVDO,CDMA 800 / 1900 ,,,109.9 x 50.5 x 21.1 mm (4.33 x 1.99 x 0.83 in),138 g (4.87 oz),Mini-SIM,"IP67 dust/water resistant (up to 1m for 30 min)
MIL-STD-810F compliant
Flashlight",TFT,"2.2 inches, 15.0 cm2 (~27.0% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,,,microSDHC (dedicated slot),512MB 256MB RAM,"3.15 MP, AF",Yes,,,Yes,No,No,"3.0, A2DP","GPS, A-GPS",,No,microUSB 2.0,"Compass, thermometer",Removable Li-Ion 1150 mAh battery,Up to 4 h 41 min,Black,About 210 EUR,CDMA2000 1xEV-DO ,,GSM 850 / 900 / 1800 / 1900 ,EV-DO Rev.A 3.1 Mbps,,LED flash,,,,,,2011,1
casio,casio_g_zone_brigade,CDMA / EVDO,CDMA 800 / 1900 ,,,112.8 x 56.2 x 24.6 mm (4.44 x 2.21 x 0.97 in),170 g (6.00 oz),Mini-SIM,"IP67 dust/water resistant (up to 1m for 30 min)
MIL-STD-810F compliant
Flashlight","TFT, 65K colors","2.9 inches, 23.9 cm2 (~37.8% screen-to-body ratio)","400 x 240 pixels, 5:3 ratio (~161 ppi density)",,,,microSDHC (dedicated slot),"256MB (123MB user available), 192MB RAM","3.15 MP, AF",Yes,,,Yes,No,No,"2.1, A2DP, EDR","GPS, A-GPS",,No,microUSB 2.0,"Accelerometer, compass, thermometer",Removable Li-Ion 1440 mAh battery,Up to 6 h,Black,,CDMA2000 1xEV-DO ,,,EV-DO Rev.A 3.1 Mbps,,LED flash,"
",,,,,2010,1
