manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Body,Display_Resolution,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Launch_year,IsAvailable,Battery_Capacity,Battery_Removability,Body_length_mm,Body_width_mm,Body_depth_mm,Body_Weight_g,num_slots_sim,has_mini_sim,has_nano_sim,has_micro_sim,has_e_sim,stand-by_sim,hybrid_sim,display_tech,display_refresh,display_diagonal_inches,display_area_cm2,display_screen_body_ratio,display_width_px,display_height_px,display_density,platform_os,platform_os_ver,platform_chipset_manufacturer,platform_chipset_details,platform_chipset_node,platform_cpu_count,platform_cpu_speed_ghz,memory_card_slot,memory_internal_storage,memory_ram,main_camera_single_mp
gigabyte,gigabyte_gsmart_essence,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~218 ppi density)",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, EDR",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 12 h,"Black, White",About 70 EUR,HSDPA 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400,LED flash,,,,,,2015,1,1600,1,134.0,67.0,8.8,125,2,1,0,1,0,1,0,ips lcd,60,4.5,55.8,62.2,480,854,218,android,4.4,spreadtrum,,,4,1.2,microsdhc,8.0,0.512,5
gigabyte,gigabyte_gsmart_classic_lite,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",2.1,GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 12 h,Black,About 80 EUR,HSDPA 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400,LED flash,,,,,,2015,1,2100,1,143.0,73.0,9.2,145,2,1,0,1,0,1,0,ips lcd,60,5.0,68.9,66.0,480,854,196,android,4.4,spreadtrum,,,4,1.2,microsdhc,8.0,0.512,5
gigabyte,gigabyte_gsmart_maya_m1_v2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"540 x 960 pixels, 16:9 ratio (~245 ppi density)",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3,GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Up to 4 h 30 min,"Gray, White, Red",About 200 EUR,HSDPA 900 / 2100 ,,,HSPA,PowerVR SGX544,Dual-LED flash,,,,,,2013,1,1700,1,136.0,67.0,9.7,147,2,1,0,0,0,1,0,ips lcd,60,4.5,55.8,61.3,540,960,245,android,4.2.1,mediatek,,,4,1.2,microsdhc,4.0,1.0,8
gigabyte,gigabyte_gsmart_s1200,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 800 pixels, 5:3 ratio (~301 ppi density)",Yes,VGA videocall camera,,Yes,No,Wi-Fi 802.11b/g,"2.0, A2DP","GPS, A-GPS; SiRF Star III chipset",,"Stereo FM radio, RDS",miniUSB 2.0,Accelerometer,Up to 4 h,Black,,HSDPA 900 / 2100 ,,HSDPA 850 / 1900 / 2100 - American version,HSPA 7.2/2 Mbps,Adreno 130,LED flash,,,,,,2009,1,1010,1,106.0,52.0,11.4,102.5,0,1,0,0,0,0,0,tft resistive touchscreen,60,3.1,7.4,49.6,480,800,301,microsoft,windows,qualcomm,,,,0.011,microsdhc,0,0.288,3.15
gigabyte,gigabyte_gsmart_g1355,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",Yes,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","2.1, A2DP, EDR","GPS, A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Up to 4 h 30 min,Gray,About 190 EUR,HSDPA 900 / 2100 - SIM 1 only,,HSDPA 850 / 2100 - SIM 1 only,HSPA,Adreno 200,LED flash,,,,,,2012,1,1500,1,129.8,69.8,11.5,168,2,1,0,0,0,0,0,tft,60,4.3,52.6,58.1,480,800,217,android,2.3.4,qualcomm,,,,0.011,microsdhc,1.0,0.512,5
gigabyte,gigabyte_gsmart_maya_m1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,,"540 x 960 pixels, 16:9 ratio (~245 ppi density)",480p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3,GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Up to 4 h,"Brown, Brown/White, Brown/Red",About 220 EUR, HSDPA,,,HSPA 7.2/5.76 Mbps,PowerVR SGX531u,Dual-LED flash,,,,,,2013,1,1700,1,136.0,67.0,9.7,150.5,2,1,0,0,0,1,0,ips lcd,60,4.5,55.8,61.3,540,960,245,android,4.1,mediatek,,,2,1.0,microsdhc,4.0,1.0,8
gigabyte,gigabyte_gsmart_saga_s3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 12 h,Black,,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,LED flash,,,,,,2014,1,3000,0,168.0,83.0,8.5,190,2,0,0,0,0,0,0,ips lcd,60,6.0,99.,71.2,720,1280,245,android,4.2,mediatek,,,4,1.3,microsdhc,8.0,1.0,8
gigabyte,gigabyte_gsmart_arty_a3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",Yes,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",Up to 8 h,Black,,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-400MP2,LED flash,,,,,,2014,1,2000,1,145.0,73.2,9.4,165,2,1,0,0,0,0,0,ips lcd,60,5.0,68.9,64.9,480,854,196,android,4.4.2,mediatek,,,4,1.3,microsdhc,4.0,1.0,8
gionee,gionee_m7_power,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1440 pixels, 18:9 ratio (~268 ppi density)",1080p@30fps,"8 MP, f/2.2",,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.1, A2DP, LE","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, proximity, compass",Up to 56 h (3G),"Dark blue, black, gold",About 260 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 505,"LED flash, HDR, panorama",eMMC 5.1,M7 Power,"Glass front (Gorilla Glass 3), aluminum back, aluminum frame",,,2017,1,5000,0,156.4,76.7,8.6,199,2,0,1,0,0,1,1,ips lcd,60,6.0,92.9,77.4,720,1440,268,android,7.1.1,qualcomm,,,8,1.4,microsdxc,64.0,4.0,13
gionee,gionee_a1,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct","4.0, A2DP",GPS,No,FM radio,"microUSB 2.0, OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",,"Black, Gray, Gold",About 280 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",Mali-T860MP2,"LED flash, HDR",eMMC 5.1,A1,,,,2017,1,4010,0,154.5,76.5,8.3,182,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,70.6,1080,1920,401,android,7,mediatek,,,8,1.0,microsdxc,64.0,4.0,13
gionee,gionee_f205,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)",720p@30fps,5 MP,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",,"Gold, Red, Blue",About 130 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 38, 39, 40, 41",CDMA 800 & TD-SCDMA,"HSPA, LTE",PowerVR GE8100,"LED flash, HDR, panorama",eMMC 5.1,F205,"Glass front, aluminum back, aluminum frame",,,2018,1,2670,0,148.4,70.7,8.0,135.6,2,0,1,0,0,1,0,ips lcd,60,5.45,76.7,73.1,720,1440,295,android,7.1,mediatek,,,4,1.3,microsdxc,16.0,2.0,8
google,google_pixel_4a,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1080 x 2340 pixels, 19.5:9 ratio (~443 ppi density)","4K@30fps, 1080p@30/60/120fps; gyro-EIS","8 MP, f/2.0, 24mm (wide), 1.12µm",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD","GPS, GLONASS, GALILEO, QZSS, BDS",Yes,No,USB Type-C 3.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",,"Just Black, Barely Blue",$ 107.99 / C$ 229.99 / £ 140.00 / € 157.70,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 66, 71",,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/75 Mbps",Adreno 618,"LED flash, Pixel Shift, Auto-HDR, panorama",UFS 2.1,"G025J, GA02099, G025N","Glass front (Gorilla Glass 3), plastic back, plastic frame",,Auto-HDR,2020,1,3140,0,144.0,69.4,8.2,143,2,0,1,0,0,0,0,oled,60,5.81,83.,83.3,1080,2340,443,android,10,qualcomm,,,8,1.8,no,128.0,6.0,12.2
google,google_pixel_3,GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,,,IP68 dust/water resistant (up to 1.5m for 30 min),"1080 x 2160 pixels, 18:9 ratio (~443 ppi density)","4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)",,1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","5.0, A2DP, LE, aptX HD","GPS, GLONASS, BDS, GALILEO",Yes,No,USB Type-C 3.1,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer",,"Clearly White, Just Black, Not Pink",About 450 EUR,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 38, 39, 40, 41, 42, 46, 66, 71",CDMA2000 1xEV-DO ,"HSPA 42.2/5.76 Mbps, LTE (5CA) Cat16 1024/75 Mbps",Adreno 630,"Dual-LED flash, Pixel Shift, Auto-HDR, panorama",UFS 2.1,G013A,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",,Auto-HDR,2018,1,2915,0,145.6,68.2,7.9,148,2,0,1,0,0,0,0,p-oled,60,5.5,76.7,77.2,1080,2160,443,android,9.0,qualcomm,,,8,1.6,no,128.0,4.0,12.2
haier,haier_l7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",1080p@30fps,"5 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE","GPS, GLONASS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",,"Gold, Gray, Silver, Black, Red",About 120 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 8, 20","1, 3, 5, 7, 8, 26, 40","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 505,"Dual-LED dual-tone flash, HDR, panorama",eMMC 5.1,,"Glass front (Asahi Dragontrail), aluminum/plastic back, aluminum frame",,LED flash,2017,1,3000,0,152.0,76.0,7.9,160,2,0,1,1,0,1,1,ips lcd,60,5.5,83.4,72.2,1080,1920,401,android,7.1,qualcomm,,,8,1.4,microsdxc,32.0,3.0,13
haier,haier_g7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",720p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Black, White, Yellow, Blue",,HSDPA 900 / 2100 ,"1, 3, 7, 20","3, 5, 40","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP1,"LED flash, HDR, panorama",eMMC 5.0,,,,LED flash,2017,1,2200,1,143.0,71.5,8.1,135,2,0,0,1,0,1,0,ips lcd,60,5.0,68.9,67.4,720,1280,294,android,7.0,mediatek,,,4,1.25,microsdhc,16.0,1.0,8
haier,haier_i6,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1440 pixels, 18:9 ratio (~282 ppi density)",1080p@30fps,"8 MP, f/2.0, 1/4.0"", no AF",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE","GPS, GLONASS",No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity",,"Black, Blue, Red, Green",,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 40, 41","2, 4, 5, 7, 12, 17, 28","HSPA 42.2/11.5 Mbps, LTE (2CA) Cat6 300/50 Mbps",Mali-T720MP3,"LED flash, HDR, panorama",,,"Glass front, aluminum back, aluminum frame",,LED flash,2018,1,3300,0,151.5,72.5,8.3,145,2,0,1,0,0,1,0,ips lcd,60,5.7,83.8,76.3,720,1440,282,android,7.1,mediatek,,,8,1.3,microsdxc,32.0,3.0,13
haier,haier_g8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",720p@30fps,"8 MP, f/2.0, 1/4.0"", 1.12µm",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Black, White, Blue",,HSDPA 900 / 2100 ,"1, 3, 5, 7, 8, 20, 40","2, 4, 5, 7, 17, 28","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP1,"LED flash, HDR, panorama",eMMC 5.0,,,,LED flash,2018,1,2500,1,142.8,70.7,8.5,135,2,0,0,1,0,1,0,ips lcd,60,5.0,68.9,68.3,720,1280,294,android,7.0,mediatek,,,4,1.25,microsdxc,16.0,1.0,8
haier,haier_g51,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",720p@30fps,"5 MP, f/2.4",,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity",,"Black, Gold, White, Blue",,HSDPA 900 / 2100 ,"1, 3, 7, 8, 20","2, 4, 5, 8","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP1,"Dual-LED dual-tone flash, HDR, panorama",eMMC 5.0,,,,Dual-LED dual-tone flash,2017,1,2000,1,142.6,72.9,9.1,155,2,0,0,1,0,1,0,ips lcd,60,5.0,68.9,66.3,480,854,196,android,7.0,mediatek,,,4,1.25,microsdhc,8.0,1.0,5
honor,honor_pad_9,No cellular connectivity, N/A,No,No,Stylus support,"1600 x 2560 pixels, 16:10 ratio (~249 ppi density)","4K@30fps, 1080p@30fps","8 MP, f/2.2, (wide)",1080p@30fps,"Yes, with stereo speakers (8 speakers)",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.1, A2DP, LE",No,No,No,"USB Type-C 2.0, OTG",Accelerometer,,"Gray, Blue, White",About 190 EUR, N/A, N/A,,,Adreno 710,,,HEY2-W09,"Glass front, aluminum frame, aluminum back",,,2023,1,8300,0,278.2,180.1,7.0,555,0,0,0,0,0,0,0,ips lcd,120,12.1,424.5,84.7,1600,2560,249,android,13,qualcomm,,,8,1.8,no,512.0,12.0,13
hp,hp_pro_slate_8,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,HP Duet Pen,"1536 x 2048 pixels, 4:3 ratio (~326 ppi density)",1080p@30fps,2 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE",GPS,Yes,No,microUSB 2.0 (SlimPort),"Accelerometer, gyro, proximity, compass, barometer",,Gray,About 390 EUR,HSDPA 2100 ,,,HSPA,Adreno 330,HDR,eMMC 4.5,,,,,2015,1,5900,0,207.0,137.0,8.0,350,0,0,1,0,0,0,0,ips lcd,60,7.86,191.3,67.5,1536,2048,326,android,4.4.4,qualcomm,,,4,2.3,microsdhc,32.0,2.0,8
hp,hp_pro_slate_10_ee_g1,No cellular connectivity, N/A,No,No,Optional mobile dock with standard QWERTY keyboard and trackpad,"800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Yes,2 MP or 1.3 MP,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","4.0, A2DP, LE",GPS,No,No,microUSB 2.0,"Accelerometer, compass",,Black,About 240 EUR,,,,,,,,,,,,2015,1,8380,0,280.0,182.0,14.4,855,0,0,0,0,0,0,0,ips lcd,60,10.1,95.8,58.0,800,1280,149,android,4.4.4,intel,,,4,1.33,microsdhc,32.0,2.0,2
hp,hp_pre_3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,,"480 x 800 pixels, 5:3 ratio (~261 ppi density)",720p,VGA,,Yes,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","2.1, A2DP, EDR","GPS, A-GPS",,No,microUSB 2.0,"Accelerometer, proximity, compass",Up to 5 h,Black,About 350 EUR,HSDPA 900 / 1900 / 2100 ,,,HSPA 7.2/5.76 Mbps,Adreno 205,LED flash,,,,,,2011,1,1230,1,111.0,64.0,16.0,156,0,1,0,0,0,0,0,tft,60,3.58,36.5,51.4,480,800,261,hp,webos,qualcomm,,,,1.4,no,8.0,0.512,5
hp,hp_slate6_voicetab_ii,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Yes,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, EDR",GPS,No,No,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Up to 13 h 30 min (2G) / Up to 10 h 30 min (3G),Silver,About 200 EUR,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,,LED flash,,,,,,2014,1,3000,1,165.1,83.2,9.0,160,2,1,0,1,0,1,0,ips lcd,60,6.0,99.,72.2,720,1280,245,android,4.4.2,marvell,,,4,1.2,microsdxc,16.0,1.0,8
hp,hp_7_voicetab,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,Yes,Yes,,"600 x 1024 pixels, 16:9 ratio (~171 ppi density)",Yes,VGA,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,No,microUSB 2.0,"Accelerometer, proximity",,Black/White,About 140 EUR, HSDPA,,,HSPA,Mali-400MP2,LED flash,,,,,,2014,1,3000,0,192.1,102.2,10.2,305,0,0,0,1,0,0,0,tft,60,6.95,135.9,69.2,600,1024,171,android,4.4.2,mediatek,,,4,1.3,microsdhc,8.0,1.0,5
hp,hp_touchpad,No cellular connectivity, N/A,No,No,,"768 x 1024 pixels, 4:3 ratio (~132 ppi density)",No,,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n, dual-band","2.1, A2DP, EDR",No,,No,microUSB 2.0,"Accelerometer, gyro",Up to 9 h,Black,About 280 EUR,,,,,Adreno 220,,,,,,,2011,1,6300,0,240.0,190.0,13.7,740,0,0,0,0,0,0,0,led-backlit lcd,60,9.7,91.4,63.9,768,1024,132,hp,webos,qualcomm,,,2,1.2,no,32.0,1.0,1.3
hp,hp_slate6_voicetab,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1280 pixels, 16:9 ratio (~245 ppi density)",Yes,2 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, EDR",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",,Black,About 270 EUR,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,,"LED flash, panorama",,,,,,2014,1,3000,1,165.0,83.2,8.8,160,2,0,0,0,0,1,0,ips lcd,60,6.0,99.,72.3,720,1280,245,android,4.3,marvell,,,4,1.2,microsdxc,16.0,1.0,5
hp,hp_slate7_voicetab_ultra,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,,"1200 x 1920 pixels, 16:10 ratio (~323 ppi density)",1080p@30fps,5 MP,,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, LE",GPS,No,No,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Up to 10 h (multimedia) (3G),Champagne,About 400 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 7, 20, 40",,"HSPA, LTE",,"LED flash, HDR, panorama",,,,,,2014,1,5000,0,183.5,103.9,7.2,239,1,0,0,1,0,0,0,ips lcd,60,7.0,142.1,74.5,1200,1920,323,android,4.2.2,hisilicon,,,4,1.6,microsdhc,16.0,2.0,13
htc,htc_wildfire_e_star,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)",1080p@30fps,"5 MP, f/2.2, (wide)",720p@30fps,Yes,Yes,Wi-Fi 802.11 a/b/g/n,"4.2, A2DP","GPS, GLONASS, GALILEO",No,Unspecified,USB Type-C 2.0,"Fingerprint (side-mounted), accelerometer, proximity",,Gray,About 100 EUR,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41",,"HSPA, LTE",Mali-T820 MP1,LED flash,eMMC 5.1,,"Glass front, plastic back, plastic frame",,,2023,1,3000,0,164.8,76.5,9.2,200,2,0,1,0,0,1,1,ips lcd,60,6.52,102.6,81.4,720,1600,269,android,12,unisoc,,,4,1.4,microsdxc,16.0,2.0,0.08
htc,htc_one_(m8),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","1080p@60fps, 720p@120fps, HDR, stereo sound rec.","5 MP, f/2.0",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","GPS, GLONASS",Yes (market/operator dependent),"Stereo FM radio, RDS","microUSB 2.0 (MHL TV-out), OTG","Accelerometer, gyro, proximity, compass, barometer",Up to 14 h (2G) / Up to 20 h (3G),"Gunmetal Gray, Glacial Silver, Amber Gold",About 250 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"3, 7, 8, 20",,"HSPA 42.2/21.1(AT&T)/5.76 Mbps, LTE Cat4 150/50 Mbps",Adreno 330,"HDR, panorama, dual-LED dual-tone flash",eMMC 5.0,"One_M8, M8x, 831C","Glass front (Gorilla Glass 3), aluminum back, aluminum frame",,HDR,2014,1,2600,0,146.4,70.6,9.4,160,0,0,1,0,0,0,0,super lcd3,60,5.0,68.9,66.7,1080,1920,441,android,4.4.2,qualcomm,,,4,2.5,microsdxc,32.0,2.0,4
htc,htc_one,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,,"1080 x 1920 pixels, 16:9 ratio (~469 ppi density)","1080p@30fps, 720p@60fps, HDR, stereo sound rec.",2.1 MP,1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, aptX","GPS, GLONASS",Yes (Market dependent),"Stereo FM radio, RDS","microUSB 2.0 (MHL TV-out), OTG","Accelerometer, gyro, proximity, compass",Up to 27 h (2G) / Up to 18 h (3G),"Black, Silver, Red, Blue, Gold",About 270 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"3, 7, 20 - EMEA","4, 17 - T-Mobile","HSPA, LTE Cat3 100/50 Mbps",Adreno 320,LED flash,,"One, PN071, HTC6500LVW","Glass front (Gorilla Glass 2), aluminum back, aluminum frame",,HDR,2013,1,2300,0,137.4,68.2,9.3,143,0,0,0,1,0,0,0,super lcd3,60,4.7,60.9,65.0,1080,1920,469,android,4.1.2,qualcomm,,,4,1.7,no,64.0,2.0,4
htc,htc_u11,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,,IP67 dust/water resistant (up to 1m for 30 min),"1440 x 2560 pixels, 16:9 ratio (~534 ppi density)","4K@30fps, 1080p@30/60/120fps, HDR, 24-bit/192kHz stereo sound rec.","16 MP, f/2.0, 27mm (wide), 1/3.06"", 1.0µm",1080p@30fps,"Yes, with stereo speakers",No,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA","4.2, A2DP, LE (5.0 after SW update)","GPS, GLONASS, BDS",Yes,No,USB Type-C 3.1,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Up to 24 h 30 min (3G),"Amazing Silver, Sapphire Blue, Brilliant Black, Ice White, Solar Red",About 300 EUR,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 8, 12, 17, 20, 28, 32, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE (4CA) Cat16 1024/75 Mbps",Adreno 540,"Dual-LED dual-tone flash, HDR, panorama",,"U11, HTV33, 2PZC100, 2PZC5, 601HT","Glass front (Gorilla Glass 5), glass back, aluminum frame",,,2017,1,3000,0,153.9,75.9,7.9,169,1,0,1,0,0,0,0,super lcd5,60,5.5,83.4,71.4,1440,2560,534,android,7.1,qualcomm,,,8,1.9,microsdxc,128.0,6.0,12
