manufacturer,device,Network_Technology,Network_2G bands,Network_GPRS,Network_EDGE,Launch_Announced,Launch_Status,Body_Weight,Body_SIM,Body,Display_Type,Display_Size,Display_Resolution,Platform_OS,Platform_Chipset,Platform_CPU,Memory_Card slot,Memory_Internal,Main Camera_Single,Main Camera_Video,Selfie camera_Single,Selfie camera_Video,Sound_Loudspeaker,Sound_3.5mm jack ,Comms_WLAN,Comms_Bluetooth,Comms_Positioning,Comms_NFC,Comms_Radio,Comms_USB,Features_Sensors,Battery_Type,Battery_Talk time,Misc_Colors,Misc_Price,Network_3G bands,Network_4G bands,Network_,Network_Speed,Platform_GPU,Camera_Features,Memory_,Misc_Models,Body_Build,Main Camera_Triple,Selfie camera_Features,Body_length_mm,Body_width_mm,Body_depth_mm
archos,archos_sense_55s,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2017, June. Released 2017, July",Discontinued,130 g (4.59 oz),Dual SIM,,IPS LCD,"5.2 inches, 74.5 cm2 (~70.5% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Android 7.0 (Nougat),,,microSDXC,16GB 2GB RAM,"8 MP, AF",1080p@30fps,,,Yes,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP, LE",GPS,No,No,microUSB 2.0,"Fingerprint (front-mounted), accelerometer, proximity","Li-Ion 3000 mAh, non-removable",,Black,About 250 EUR,HSDPA 900 / 2100 ,"1, 3, 7, 20",,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",,Dual-LED dual-tone flash,,,,,,142.5,74.2,8.0
archos,archos_50_platinum,GSM / HSPA,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,,2013. Released 2013,Discontinued,160.2 g (5.64 oz),Dual SIM (Mini-SIM),,IPS LCD,"5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",Android 4.1.2 (Jelly Bean),Qualcomm MSM8225Q Snapdragon S4 Play,Quad-core 1.2 GHz Cortex-A5,microSDHC (dedicated slot),4GB 1GB RAM,"8 MP, AF",720p,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 2000 mAh, removable",Up to 12 h 20 min (2G) / Up to 10 h (3G),Black,,HSDPA 900 / 2100 ,,,HSPA 7.2/5.76 Mbps,Adreno 203,"LED flash, HDR",,,,,,143.4,72.4,8.9
archos,archos_55_graphite,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2017, February. Released 2017, June",Discontinued,-,Dual SIM,,IPS LCD,"5.5 inches, 83.4 cm2 (~68.5% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Android 7.0 (Nougat),Mediatek MT6737 (28 nm),Quad-core 1.5 GHz Cortex-A53,microSDXC,16GB 2GB RAM,,1080p@30fps,5 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.1, A2DP, LE",GPS,No,FM radio,"microUSB 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable",,Black,About 180 EUR,HSDPA 900 / 2100 , LTE 800 / 1800 / 2100 / 2600,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,"LED flash, HDR, panorama",eMMC 5.0,,,,,157.8,77.2,7.8
archos,archos_50_saphir,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2017, February. Released 2017, June",Discontinued,-,"Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1m for 30 min),IPS LCD,"5.0 inches, 68.9 cm2 (~61.9% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6737 (28 nm),Quad-core 1.5 GHz Cortex-A53,microSDXC,16GB 2GB RAM,"8 MP, AF",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA","4.0, A2DP, LE",GPS,No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Ion 5000 mAh, non-removable",Up to 37 h (2G) / Up to 27 h (3G),Black,,HSDPA 900 / 2100 , LTE 800 / 1800 / 2100 / 2600,,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Mali-T720MP2,LED flash,eMMC 5.0,,,,,146.6,75.9,13.9
archos,archos_45_helium_4g,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,,,2014. Released 2014,Discontinued,140 g (4.94 oz),Micro-SIM,,IPS LCD,"4.5 inches, 57.6 cm2 (~63.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Android 4.3 (Jelly Bean),Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,microSDHC (dedicated slot),4GB 1GB RAM,"5 MP, AF",1080p@30fps,VGA,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR, LE","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1850 mAh, removable",Up to 9 h (2G) / Up to 7 h (3G),Black,About 230 EUR,HSDPA 900 / 2100  / 1800,"1, 3, 7, 8",,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Adreno 305,LED flash,eMMC 4.5,,,,,135.0,67.0,9.8
archos,archos_50c_oxygen,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,,,"2014, February. Released 2014, April",Discontinued,140 g (4.94 oz),Dual SIM,,IPS LCD,"5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.2.2 (Jelly Bean),Mediatek MT6592 (28 nm),Octa-core 1.7 GHz Cortex-A7,microSDHC,8GB 1GB RAM,"8 MP, AF",1080p@30fps,2 MP,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct, DLNA","4.0, A2DP, EDR",GPS,No,Stereo FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2000 mAh, removable",,Black,About 240 EUR,HSDPA 900 / 2100 ,,,HSPA 21.1/5.76 Mbps,Mali-450MP4,LED flash,,,,,,145.0,69.8,7.6
asus,asus_rog_phone_8_pro,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2024, January 08","Available. Released 2024, January 18",225 g (7.94 oz),"Dual SIM (Nano-SIM, dual stand-by)","IP68 dust/water resistant (up to 1.5m for 30 min)
341 Mini-LED programmable matrix (on the back)
Pressure sensitive zones (Gaming triggers)","LTPO AMOLED, 1B colors, 165Hz, HDR10, 1600 nits (HBM), 2500 nits (peak)","6.78 inches, 111.0 cm2 (~88.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)",Android 14,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),No,"512GB 16GB RAM, 1TB 24GB RAM",,"8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, 720p@480fps; gyro-EIS, HDR10+","32 MP, f/2.5, 22mm (wide), 1/3.2"", 0.7µm",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5), GLONASS",Yes,No,"USB Type-C (side), DisplayPort 1.4; USB Type-C (bottom), OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5500 mAh, non-removable",,Phantom Black,"$ 1,099.00 / € 1,106.90",HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 - International,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 43, 48, 66 - International","1, 2, 3, 5, 7, 8, 12, 18, 20, 25, 26, 29, 38, 40, 41, 48, 66, 71, 77, 78, 79 SA/NSA/Sub6 - USA","HSPA, LTE (Up to 7CA), 5G",Adreno 750,"LED flash, HDR, panorama","UFS 4.0
NTFS support for external storage","AI2401, AI2401_A","Glass front (Gorilla Glass Victus 2), glass back (Gorilla Glass), aluminum frame","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, gimbal OIS
32 MP, f/2.4, (telephoto), 1/3.2"", 0.7µm, PDAF, OIS, 3x optical zoom
13 MP, f/2.2, 13mm, 120˚ (ultrawide)","Panorama, HDR",163.8,76.8,8.9
asus,asus_zenfone_11_ultra,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2024, March 14","Coming soon. Exp. release 2024, April 14",224 g (7.90 oz),"Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"LTPO AMOLED, 144Hz, HDR10, 1600 nits (HBM), 2500 nits (peak)","6.78 inches, 111.0 cm2 (~88.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)",Android 14,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),No,"256GB 12GB RAM, 512GB 16GB RAM",,"8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, 720p@480fps; gyro-EIS, HDR10+","32 MP, f/2.5, 22mm (wide), 1/3.2"", 0.7µm",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC, GLONASS",Yes,No,USB Type-C,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5500 mAh, non-removable",,"Eternal Black, Skyline Blue, Misty Gray, Desert Sand",$ 899.99 / £ 819.99 / € 899.99,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 43, 48, 66 - International","1, 2, 3, 5, 7, 8, 12, 18, 20, 25, 26, 29, 30, 38, 40, 41, 48, 66, 71, 77, 78, 79 SA/NSA/Sub6 - USA","HSPA, LTE, 5G",Adreno 750,"LED flash, HDR, panorama",UFS 4.0,"AI2401, ASUS_AI2401_H","Glass front (Gorilla Glass Victus 2), aluminum frame, glass back","50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, gimbal OIS
32 MP, f/2.4, 65mm (telephoto), 1/3.2"", 0.7µm, PDAF, OIS, 3x optical zoom
13 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/3.0"", 1.12µm","Panorama, HDR",163.8,76.8,8.9
asus,asus_zenfone_10,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2023, June 29","Available. Released 2023, July 10",172 g (6.07 oz),"Dual SIM (Nano-SIM, dual stand-by)",IP68 dust/water resistant (up to 1.5m for 30 min),"Super AMOLED, 144Hz, HDR10+, 800 nits (HBM), 1100 nits (peak)","5.92 inches, 84.6 cm2 (~84.8% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~445 ppi density)","Android 13, upgradable to Android 14",Qualcomm SM8550-AB Snapdragon 8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),No,"128GB 8GB RAM, 256GB 8GB RAM, 256GB 16GB RAM, 512GB 16GB RAM",,"8K@24fps, 4K@30/60fps, 1080p@30/60fps; gyro-EIS, HDR","32 MP, f/2.5, (wide), 1/3.2"", 0.7µm",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct","5.3, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS (L1+L5), GLONASS (L1), BDS (B1I+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5)",Yes,No,"USB Type-C 2.0, OTG","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass","Li-Po 4300 mAh, non-removable",,"Starry Blue, Midnight Black, Aurora Green, Eclipse Red, Comet White","$ 699.99 / C$ 1,299.00 / £ 669.60 / € 670.11",HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 34, 38, 39, 40, 41, 42",,"HSPA, LTE (CA), 5G",Adreno 740,"LED flash, HDR, panorama",UFS 4.0,AI2302,"Glass front, aluminum frame, plastic back",,,146.5,68.1,9.4
asus,asus_rog_phone_8,GSM / CDMA / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,"2024, January 08","Available. Released 2024, January 18",225 g (7.94 oz),"Dual SIM (Nano-SIM, dual stand-by)","IP68 dust/water resistant (up to 1.5m for 30 min)
Illuminated RGB logo (on the back)
Pressure sensitive zones (Gaming triggers)","LTPO AMOLED, 1B colors, 165Hz, HDR10, 1600 nits (HBM), 2500 nits (peak)","6.78 inches, 111.0 cm2 (~88.2% screen-to-body ratio)","1080 x 2400 pixels, 20:9 ratio (~388 ppi density)",Android 14,Qualcomm SM8650-AB Snapdragon 8 Gen 3 (4 nm),Octa-core (1x3.3 GHz Cortex-X4 & 3x3.2 GHz Cortex-A720 & 2x3.0 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520),No,"256GB 12GB RAM, 256GB 16GB RAM",,"8K@24fps, 4K@30/60fps, 1080p@30/60/120/240fps, 720p@480fps; gyro-EIS, HDR10+","32 MP, f/2.5, 22mm (wide), 1/3.2"", 0.7µm",1080p@30fps,"Yes, with stereo speakers",Yes,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi Direct","5.4, A2DP, LE, aptX HD, aptX Adaptive, aptX Lossless","GPS (L1+L5), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5), GLONASS",Yes,No,"USB Type-C (side), DisplayPort 1.4; USB Type-C (bottom), OTG","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass","5500 mAh, non-removable",,"Phantom Black,  Rebel Grey","$ 899.00 / € 1,088.80",HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100 - International,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 43, 48, 66 - International","1, 2, 3, 5, 7, 8, 12, 18, 20, 25, 26, 29, 38, 40, 41, 48, 66, 71, 77, 78, 79 SA/NSA/Sub6 - USA","HSPA, LTE (Up to 7CA), 5G",Adreno 750,"LED flash, HDR, panorama","UFS 4.0
NTFS support for external storage","AI2401, AI2401_A","Glass front (Gorilla Glass Victus 2), glass back (Gorilla Glass), aluminum frame","- International model -
50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, gimbal OIS
32 MP, f/2.4, (telephoto), 1/3.2"", 0.7µm, PDAF, OIS, 3x optical zoom
13 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/3.0"", 1.12µm

- SEA/China/India model -
50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, gimbal OIS
13 MP, f/2.2, 13mm, 120˚ (ultrawide), 1/3.0"", 1.12µm
5 MP, f/2.4, (macro)","Panorama, HDR",163.8,76.8,8.9
